,Unnamed: 0,description,imageurl,name,price,price_new
18,18,Half Kg Pineapple Cake for Christmas,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/1576584299IMG_5-600x600.jpg,Christmas Pineapple Mania Cake,599,599
19,19,"Chocolate Tower arrangement of 12 Cadbury's DairyMilk Chocolates (14gms each), 12 5-Star Chocolates (22gms each) and 10 KitKats (12gms each)",https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/6June17/IMG_8861-600x600.jpg,Chocolate Tower,1495,1495
20,20,Christmas Cap and Chocolates,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16084650971-600x600.jpg,Jingles n Chocolates,399,399
21,21,10 Pink Roses in Cellophane Packing,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/181017/_MG_2876-600x600.jpg,Splendid Pink,399,399
22,22,Christmas Tree and Muffins,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16084688261-600x600.jpg,Delightful Christmas,899,899
23,23,12 Mix Roses in Paper Packing with Half Kg Chocolate Cake,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/29-09-2018/1542094973_DSC1106-600x600.jpg,Floral Medley Hamper,1249,1049
24,24,One Kg Vanilla Fondant Cake for Christmas,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/15768375374-600x600.jpg,Classic Holly Cake,2099,2099
25,25,10 Pink Roses in Cellophane Packing,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/01-01-2018/15754533691-600x600.jpg,Pink Bloom Roses,449,449
26,26,Christmas Muffins and Greeting Card,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16084721141-600x600.jpg,Merry Christmas Treat,649,649
27,27,20 Red Roses wrapped in Special Paper,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/29-09-2018/1541233646DSC_6581-600x600.jpg,Romance Cherry,895,895
28,28,Half Kg Butterscotch Cake for Christmas,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/1576583696IMG_4-600x600.jpg,Christmas Butterscotch Cake,549,549
29,29,Christmas Tree and Kitkat Chocolate,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16084677901-600x600.jpg,Christmas Bloom,699,699
30,30,Merry Christmas Photo Truffle Cake,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16045809171-600x600.jpg,Merrier Truffle Photo Cake,999,999
31,31, 6 Purple Orchids in Cellophane Packing,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/05-05-2018/15681950821556890881IMG_8296-800x800-600x600.jpg,Orchids Fascination,699,599
32,32,One Money Plant In White Plastic Pot,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/22072019/IMG_4591-600x600.jpg,Prosperous Money Plant ,599,599
33,33,Christmas Cap and Dairy Milk Silk Chocolate,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16084717061-600x600.jpg,Santa Got Chocolates,549,549
34,34,Half Kg Dry Fruit and Raisins Plum Cake,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/15768486544-600x600.jpg,Dry Fruit Cake,649,649
35,35,"Basket of 5 kitkat (13.2gms each), 5 5star (22.4gms each), 6 DiaryMilk silk (60 gms each) and 16pcs ferrero rochers (200gms)",https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/29-09-2018/1542350176DSC_7212-600x600.jpg,Basket Full of Chocolates,2599,2599
36,36,A Bunch of 12 Assorted Roses ,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/01-01-2018/15754568623-600x600.jpg,12 Assorted Roses,499,499
